Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
375,2020-01-02 10:22:42.162162,1006,524,8,7419.523116226637,0.05,Direct,Critical,WH-2,Regular,Backorder,Neutral,False,Late,Credit Card,True,North,Mexico
717,2020-01-01 02:22:42.162162,1054,528,8,3869.92128893702,0.1,Partner,High,WH-3,Regular,Pending,Satisfied,True,Not Specified,Credit Card,False,West,USA
136,2020-01-05 16:25:56.756756,1005,544,1,4107.639467733516,0.15,Partner,High,WH-2,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,True,West,USA
166,2020-01-08 05:50:16.216216,1036,516,8,3135.9144573870635,0.1,Online,Low,WH-2,Express,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,East,Canada
651,2020-01-01 09:56:45.405405,1081,546,7,5096.553818483975,0.15,Reseller,High,WH-2,Regular,Pending,Satisfied,True,Damaged,Wire Transfer,True,East,Canada
779,2020-01-06 08:38:55.135135,1012,526,3,6016.129646141524,0.05,Reseller,Critical,WH-3,2-Day,Backorder,Satisfied,False,Late,Wire Transfer,True,North,Canada
902,2020-01-02 16:51:53.513513,1004,531,3,4293.659511892614,0.15,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,True,North,Mexico
228,2020-01-04 01:17:50.270270,1070,525,6,1607.5392082791188,0.2,Partner,Low,WH-2,2-Day,Delivered,Neutral,True,Not Specified,Credit Card,False,South,USA
34,2020-01-03 19:40:32.432432,1074,529,6,4028.93899493158,0.15,Reseller,Low,WH-1,2-Day,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,True,South,Canada
612,2020-01-02 03:14:35.675675,1007,538,6,3887.663671868953,0.1,Direct,High,WH-2,Regular,Cancelled,Neutral,True,Not Specified,Cash,True,South,Canada
234,2020-01-04 03:01:37.297297,1070,511,3,9349.77168594007,0.0,Reseller,High,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Cash,True,West,Mexico
50,2020-01-07 04:19:27.567567,1092,545,3,2167.170460122895,0.0,Online,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Late,Wire Transfer,False,West,Mexico
8,2020-01-01 04:19:27.567567,1085,536,4,5852.379462596614,0.05,Partner,Medium,WH-3,Regular,Backorder,Satisfied,True,Damaged,Cash,False,West,Canada
330,2020-01-06 22:29:11.351351,1064,546,5,2226.899238564938,0.15,Partner,Medium,WH-2,2-Day,Backorder,Unsatisfied,True,Unknown,Cash,False,West,Mexico
822,2020-01-09 09:56:45.405405,1040,525,8,5096.553818483975,0.2,Online,Critical,WH-2,2-Day,Pending,Satisfied,True,Wrong Item,PayPal,False,North,USA
804,2020-01-08 23:08:06.486486,1082,533,7,3854.4774449147,0.05,Online,Low,WH-3,Overnight,Cancelled,Satisfied,False,Not Specified,PayPal,False,East,Canada
875,2020-01-08 21:11:21.081081,1048,550,4,4446.708505624851,0.05,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,West,Canada
932,2020-01-04 14:42:09.729729,1003,501,9,3876.6737049585863,0.05,Partner,Medium,WH-3,2-Day,Delivered,Neutral,False,Unknown,Credit Card,False,South,USA
336,2020-01-09 16:00:00.000000,1011,553,6,8853.637048945504,0.2,Partner,Low,WH-1,Express,Pending,Neutral,True,Damaged,PayPal,True,North,USA
881,2020-01-05 18:35:40.540540,1049,522,9,5096.553818483975,0.2,Partner,Low,WH-2,Regular,Pending,Neutral,False,Damaged,Wire Transfer,False,North,USA
322,2020-01-06 11:27:34.054054,1075,512,1,2925.695550750819,0.0,Reseller,Medium,WH-2,2-Day,Delivered,Neutral,False,Damaged,Credit Card,True,North,Canada
980,2020-01-05 03:27:34.054054,1062,552,9,5982.612282685112,0.2,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Damaged,Cash,True,South,Mexico
374,2020-01-01 07:47:01.621621,1070,560,7,4253.975325986898,0.1,Reseller,High,WH-1,Regular,Cancelled,Unsatisfied,False,Damaged,Cash,True,West,USA
54,2020-01-06 02:22:42.162162,1026,519,7,6625.079861479777,0.05,Online,Low,WH-1,Express,Pending,Neutral,False,Wrong Item,Cash,False,East,Canada
997,2020-01-08 09:56:45.405405,1097,516,8,1274.9617933079762,0.1,Direct,Critical,WH-3,Express,Delivered,Neutral,True,Late,PayPal,False,South,Canada
169,2020-01-08 20:19:27.567567,1099,560,2,597.7027113890742,0.05,Reseller,Low,WH-1,Overnight,Pending,Neutral,False,Late,Credit Card,True,North,Canada
427,2020-01-02 17:56:45.405405,1069,556,7,6089.346099339957,0.05,Online,High,WH-3,2-Day,Delivered,Unsatisfied,True,Late,Wire Transfer,False,South,Canada
801,2020-01-05 13:11:21.081081,1059,535,5,5096.553818483975,0.2,Direct,Critical,WH-1,Overnight,Backorder,Unsatisfied,True,Late,Wire Transfer,False,West,USA
592,2020-01-06 21:37:17.837837,1008,502,9,6520.260197772526,0.05,Online,Medium,WH-1,Express,Delivered,Satisfied,False,Damaged,PayPal,False,North,Mexico
764,2020-01-02 16:51:53.513513,1062,522,1,1261.7741897150763,0.1,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,False,North,Mexico
853,2020-01-01 06:03:14.594594,1093,503,1,9486.723453533194,0.1,Partner,Medium,WH-1,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,West,USA
211,2020-01-05 17:17:50.270270,1018,524,5,3481.841726892759,0.05,Online,High,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Credit Card,False,East,USA
493,2020-01-03 07:08:06.486486,1038,520,8,1983.9143253406933,0.0,Online,Low,WH-3,Express,Delivered,Satisfied,True,Not Specified,Credit Card,False,South,Canada
930,2020-01-05 18:48:38.918918,1017,556,8,9919.561370360172,0.05,Partner,Low,WH-3,Regular,Pending,Neutral,False,Not Specified,Wire Transfer,True,East,Canada
916,2020-01-07 01:04:51.891891,1005,508,1,1829.8800788567476,0.0,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Late,Wire Transfer,False,South,Canada
701,2020-01-05 21:37:17.837837,1002,515,6,7684.411018513126,0.05,Partner,Low,WH-1,Express,Backorder,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,USA
88,2020-01-06 01:17:50.270270,1052,514,1,5096.553818483975,0.15,Partner,Medium,WH-3,2-Day,Cancelled,Neutral,False,Late,Credit Card,True,East,USA
937,2020-01-02 06:42:09.729729,1073,506,4,6140.916003462796,0.0,Online,Low,WH-1,Express,Cancelled,Satisfied,False,Wrong Item,Cash,False,West,Mexico
364,2020-01-04 02:35:40.540540,1097,521,9,5098.195438839339,0.0,Online,Critical,WH-1,Regular,Backorder,Neutral,True,Not Specified,PayPal,False,South,Canada
885,2020-01-02 13:11:21.081081,1059,544,5,2750.777942018873,0.1,Online,Low,WH-2,Regular,Cancelled,Neutral,True,Late,PayPal,False,West,USA
462,2020-01-02 17:17:50.270270,1011,530,4,1962.04909459085,0.15,Reseller,High,WH-2,Express,Pending,Satisfied,False,Late,Wire Transfer,False,North,USA
301,2020-01-07 09:17:50.270270,1040,547,2,5018.163822309079,0.15,Partner,Medium,WH-3,2-Day,Backorder,Satisfied,False,Damaged,Cash,True,South,Canada
886,2020-01-06 20:58:22.702702,1037,502,7,1421.173874171535,0.0,Online,Medium,WH-3,Regular,Cancelled,Satisfied,True,Unknown,Wire Transfer,False,West,Canada
528,2020-01-08 19:14:35.675675,1061,531,4,8545.42863207505,0.2,Partner,High,WH-1,Express,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
569,2020-01-08 12:58:22.702702,1083,526,8,5857.235884178425,0.1,Direct,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Not Specified,Cash,True,West,USA
787,2020-01-06 12:06:29.189189,1016,560,4,1318.255321104963,0.2,Online,High,WH-2,Regular,Backorder,Unsatisfied,True,Wrong Item,PayPal,False,South,USA
762,2020-01-06 23:21:04.864864,1047,554,2,6072.927223694795,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,PayPal,True,South,Mexico
120,2020-01-08 21:50:16.216216,1008,515,2,5262.118623944429,0.15,Partner,Low,WH-2,2-Day,Cancelled,Unsatisfied,True,Unknown,Wire Transfer,False,North,Mexico
614,2020-01-09 04:06:29.189189,1023,506,6,622.5259630004916,0.0,Direct,High,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Wire Transfer,True,North,Canada
938,2020-01-04 17:30:48.648648,1068,522,6,5968.137572080779,0.15,Direct,Low,WH-1,Regular,Cancelled,Neutral,True,Not Specified,Credit Card,False,South,Mexico
460,2020-01-05 15:21:04.864864,1041,510,5,8151.60712834987,0.05,Partner,High,WH-3,Regular,Delivered,Neutral,False,Damaged,Cash,True,West,Mexico
217,2020-01-08 03:53:30.810810,1083,521,6,5096.553818483975,0.15,Direct,Low,WH-3,Overnight,Cancelled,Unsatisfied,True,Unknown,Credit Card,False,East,USA
10,2020-01-02 02:09:43.783783,1063,538,9,1802.91063745106,0.05,Online,High,WH-3,Regular,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,False,South,Mexico
51,2020-01-09 14:55:08.108108,1095,535,5,5893.409520345019,0.0,Partner,Low,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Credit Card,True,South,Canada
688,2020-01-07 19:53:30.810810,1098,521,7,2304.3932963468287,0.0,Partner,Critical,WH-2,2-Day,Delivered,Unsatisfied,True,Late,PayPal,True,North,Canada
243,2020-01-06 16:38:55.135135,1055,532,3,8109.3166538319665,0.05,Reseller,Critical,WH-3,Regular,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
961,2020-01-07 01:56:45.405405,1079,557,1,3237.7529966155303,0.2,Online,Low,WH-2,Regular,Cancelled,Satisfied,True,Unknown,Credit Card,False,East,Mexico
265,2020-01-05 05:50:16.216216,1075,552,3,4596.7217630198,0.05,Direct,Critical,WH-3,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,False,West,Canada
525,2020-01-07 03:14:35.675675,1086,529,9,1696.5743656039035,0.05,Reseller,Critical,WH-2,Express,Delivered,Unsatisfied,True,Wrong Item,Credit Card,True,West,USA
967,2020-01-05 20:32:25.945945,1018,523,5,6055.864207405013,0.15,Partner,Low,WH-3,Overnight,Delivered,Neutral,True,Late,Credit Card,False,North,Canada
245,2020-01-09 18:09:43.783783,1003,516,4,5980.145120760652,0.1,Direct,Critical,WH-1,Express,Pending,Neutral,True,Late,Credit Card,False,East,USA
346,2020-01-06 18:09:43.783783,1026,537,4,6536.436390188143,0.2,Partner,Critical,WH-2,Overnight,Delivered,Satisfied,False,Damaged,Wire Transfer,False,South,USA
390,2020-01-06 06:42:09.729729,1057,506,6,2221.2411509757867,0.0,Online,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Wrong Item,Wire Transfer,True,South,USA
133,2020-01-01 13:50:16.216216,1051,527,8,6279.035250073831,0.2,Reseller,High,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,Cash,True,West,USA
159,2020-01-09 08:51:53.513513,1056,549,5,6308.904306643778,0.0,Direct,Medium,WH-3,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
378,2020-01-01 21:11:21.081081,1051,551,6,8151.585408936801,0.15,Reseller,Low,WH-2,2-Day,Delivered,Satisfied,False,Wrong Item,PayPal,True,South,USA
458,2020-01-08 08:12:58.378378,1078,510,8,2032.98990468964,0.15,Partner,Low,WH-2,Overnight,Cancelled,Neutral,False,Not Specified,PayPal,True,West,USA
653,2020-01-07 17:56:45.405405,1009,510,3,6382.1409859754485,0.0,Online,Critical,WH-3,Regular,Backorder,Neutral,True,Late,Cash,True,West,USA
831,2020-01-08 14:03:14.594594,1025,539,5,985.9269533937776,0.05,Direct,Medium,WH-1,Regular,Backorder,Satisfied,False,Late,Cash,False,North,Canada
626,2020-01-05 09:17:50.270270,1020,507,3,1402.1701146695768,0.1,Partner,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,False,South,Mexico
431,2020-01-07 04:32:25.945945,1038,502,2,3114.7722198515785,0.05,Reseller,Low,WH-1,Express,Cancelled,Satisfied,False,Damaged,Credit Card,True,North,USA
923,2020-01-02 21:50:16.216216,1099,528,6,6916.832430696043,0.15,Direct,Critical,WH-3,2-Day,Pending,Neutral,False,Not Specified,PayPal,True,South,Canada
315,2020-01-06 11:40:32.432432,1095,542,7,3869.328947358287,0.05,Partner,Critical,WH-3,2-Day,Delivered,Satisfied,True,Not Specified,Credit Card,False,East,Canada
526,2020-01-07 19:53:30.810810,1092,557,3,9801.939773455848,0.0,Reseller,Critical,WH-2,Overnight,Delivered,Satisfied,False,Wrong Item,Cash,False,West,USA
667,2020-01-04 04:58:22.702702,1070,526,1,1317.3054918129606,0.2,Partner,Medium,WH-2,2-Day,Pending,Neutral,True,Late,Cash,False,East,Canada
311,2020-01-03 15:21:04.864864,1024,526,3,6321.560437596849,0.0,Reseller,High,WH-3,Express,Backorder,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
627,2020-01-03 03:01:37.297297,1011,525,4,3491.7252235945093,0.0,Direct,Medium,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Cash,False,North,Canada
908,2020-01-08 09:56:45.405405,1054,530,9,7443.268284873524,0.0,Online,Medium,WH-1,Express,Pending,Neutral,True,Wrong Item,Credit Card,False,South,Mexico
553,2020-01-07 12:58:22.702702,1047,538,4,3653.729294990532,0.1,Partner,High,WH-3,2-Day,Delivered,Neutral,True,Wrong Item,PayPal,True,West,USA
724,2020-01-01 07:21:04.864864,1033,518,1,4699.317498845673,0.15,Reseller,Medium,WH-2,2-Day,Backorder,Satisfied,False,Late,Credit Card,True,South,USA
498,2020-01-07 14:42:09.729729,1034,537,7,5989.166977385305,0.0,Partner,Low,WH-2,2-Day,Pending,Unsatisfied,True,Damaged,Credit Card,True,West,Mexico
331,2020-01-07 20:58:22.702702,1022,536,9,1989.720700509654,0.2,Online,High,WH-1,Overnight,Delivered,Unsatisfied,False,Unknown,Wire Transfer,False,South,Canada
45,2020-01-07 07:08:06.486486,1004,540,8,4812.9041563971405,0.05,Reseller,High,WH-1,Regular,Delivered,Neutral,False,Wrong Item,Cash,True,West,Mexico
327,2020-01-05 04:06:29.189189,1035,558,6,5096.553818483975,0.15,Online,Low,WH-1,Overnight,Cancelled,Neutral,False,Late,PayPal,False,North,Canada
555,2020-01-08 16:25:56.756756,1092,547,9,629.9829402264705,0.2,Reseller,High,WH-1,Regular,Backorder,Neutral,False,Late,Wire Transfer,True,North,Canada
565,2020-01-04 01:43:47.027027,1003,530,4,9670.375874488798,0.15,Reseller,Critical,WH-3,2-Day,Delivered,Unsatisfied,True,Unknown,Credit Card,True,South,USA
574,2020-01-09 22:29:11.351351,1092,512,4,3739.106428637804,0.15,Reseller,High,WH-1,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,True,North,Mexico
890,2020-01-01 12:19:27.567567,1039,534,3,5695.824321862031,0.0,Partner,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Cash,True,West,Canada
449,2020-01-03 11:40:32.432432,1068,523,3,1293.4866894601782,0.1,Direct,Low,WH-3,Overnight,Backorder,Satisfied,True,Wrong Item,Credit Card,False,North,Canada
509,2020-01-06 23:08:06.486486,1070,505,5,9377.113868157694,0.1,Reseller,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,True,East,Mexico
735,2020-01-06 13:11:21.081081,1073,544,9,4313.886901345911,0.0,Reseller,High,WH-1,Express,Cancelled,Neutral,False,Not Specified,Wire Transfer,False,East,Mexico
684,2020-01-05 15:21:04.864864,1031,544,9,7437.106318693867,0.2,Reseller,Critical,WH-2,Regular,Pending,Unsatisfied,False,Damaged,Cash,True,North,Canada
71,2020-01-07 23:47:01.621621,1014,536,3,5096.553818483975,0.2,Online,Medium,WH-3,Regular,Pending,Unsatisfied,False,Damaged,PayPal,True,East,Canada
730,2020-01-09 07:08:06.486486,1062,525,9,9568.376324158702,0.1,Reseller,Medium,WH-1,Express,Backorder,Unsatisfied,True,Damaged,PayPal,False,South,Canada
124,2020-01-02 22:42:09.729729,1025,511,5,4662.696825859272,0.0,Reseller,High,WH-1,Express,Delivered,Neutral,False,Wrong Item,Wire Transfer,True,West,Mexico
931,2020-01-04 23:08:06.486486,1088,544,4,2478.996205080921,0.05,Reseller,High,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,PayPal,True,South,USA
882,2020-01-01 08:12:58.378378,1088,506,1,7422.234700247725,0.0,Reseller,Low,WH-2,Regular,Backorder,Satisfied,False,Damaged,Credit Card,True,West,USA
624,2020-01-06 00:51:53.513513,1047,524,7,4192.900304827193,0.0,Partner,High,WH-1,Express,Cancelled,Unsatisfied,True,Late,Wire Transfer,False,East,Canada
546,2020-01-08 22:42:09.729729,1030,550,6,6256.971189074742,0.2,Partner,Medium,WH-3,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Mexico
755,2020-01-07 15:34:03.243243,1059,545,9,1862.9598416711904,0.1,Reseller,Medium,WH-1,2-Day,Backorder,Satisfied,False,Late,Credit Card,False,North,USA
591,2020-01-08 09:04:51.891891,1092,528,7,6787.428558582983,0.1,Direct,Critical,WH-2,Overnight,Backorder,Unsatisfied,True,Unknown,Wire Transfer,False,East,Canada
990,2020-01-08 22:42:09.729729,1033,530,1,2387.123480525355,0.05,Direct,High,WH-3,Overnight,Pending,Neutral,False,Not Specified,Credit Card,True,South,Canada
122,2020-01-08 03:01:37.297297,1004,529,2,831.6597502341262,0.0,Reseller,Medium,WH-3,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,False,North,USA
873,2020-01-08 01:56:45.405405,1037,538,9,4402.493694996312,0.2,Direct,High,WH-1,Express,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,South,Canada
620,2020-01-08 05:11:21.081081,1060,519,9,1308.0356621477904,0.1,Direct,Low,WH-2,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
372,2020-01-06 20:45:24.324324,1039,544,7,9794.370477040138,0.15,Partner,Critical,WH-3,Express,Cancelled,Unsatisfied,True,Not Specified,Credit Card,False,West,Mexico
354,2020-01-05 06:03:14.594594,1072,551,7,8332.479417243216,0.1,Online,Low,WH-3,2-Day,Cancelled,Neutral,True,Wrong Item,PayPal,False,South,Mexico
697,2020-01-09 04:06:29.189189,1092,525,9,7170.02081408103,0.0,Partner,High,WH-1,Express,Cancelled,Satisfied,False,Unknown,Cash,True,West,USA
829,2020-01-07 14:16:12.972972,1093,542,2,2421.792517002935,0.0,Online,Medium,WH-1,Overnight,Delivered,Neutral,True,Wrong Item,Credit Card,True,West,USA
583,2020-01-08 21:24:19.459459,1088,531,5,8025.816350615923,0.0,Reseller,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,True,South,Mexico
125,2020-01-07 20:58:22.702702,1067,552,7,8472.213752312837,0.0,Reseller,High,WH-1,2-Day,Pending,Neutral,True,Not Specified,Credit Card,False,East,Mexico
128,2020-01-05 10:22:42.162162,1027,547,6,4765.868295336196,0.15,Direct,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Wire Transfer,True,North,USA
887,2020-01-07 18:48:38.918918,1061,538,3,5096.553818483975,0.2,Direct,Medium,WH-3,2-Day,Delivered,Unsatisfied,False,Damaged,Cash,False,West,Canada
789,2020-01-05 00:00:00.000000,1017,510,5,3163.180149238419,0.0,Reseller,Low,WH-3,Express,Pending,Neutral,True,Not Specified,Wire Transfer,False,East,USA
709,2020-01-06 04:32:25.945945,1021,504,3,4089.472530408273,0.0,Partner,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,PayPal,True,East,Canada
70,2020-01-03 04:06:29.189189,1085,532,4,1858.5106653244009,0.15,Online,Low,WH-1,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Canada
618,2020-01-05 14:42:09.729729,1036,541,3,5874.577030826247,0.2,Direct,High,WH-3,Overnight,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
262,2020-01-04 08:38:55.135135,1057,530,5,9843.888461879798,0.1,Reseller,High,WH-1,Regular,Pending,Satisfied,False,Wrong Item,Wire Transfer,True,East,USA
426,2020-01-02 04:58:22.702702,1027,514,9,882.451028587705,0.1,Direct,Low,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,North,USA
777,2020-01-08 22:16:12.972972,1082,516,9,4351.516838821972,0.0,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,False,Damaged,Cash,False,South,USA
840,2020-01-03 06:29:11.351351,1042,504,2,1175.978949340143,0.1,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Cash,True,East,USA
48,2020-01-02 16:51:53.513513,1032,560,3,2365.982550784165,0.2,Partner,Critical,WH-2,2-Day,Backorder,Neutral,False,Late,Credit Card,True,South,USA
594,2020-01-04 07:47:01.621621,1035,506,2,654.3127104898101,0.15,Online,Critical,WH-3,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,False,East,Mexico
605,2020-01-09 13:24:19.459459,1014,541,3,1482.6240911745922,0.0,Partner,High,WH-3,Overnight,Backorder,Unsatisfied,False,Not Specified,Credit Card,False,West,Mexico
379,2020-01-06 22:16:12.972972,1072,532,9,9494.184324576288,0.1,Direct,Medium,WH-1,2-Day,Delivered,Neutral,False,Unknown,PayPal,True,West,Mexico
643,2020-01-04 21:50:16.216216,1024,549,4,1765.4942792979723,0.0,Partner,High,WH-2,Express,Delivered,Unsatisfied,True,Not Specified,Cash,False,East,Mexico
518,2020-01-09 08:38:55.135135,1085,550,5,5096.553818483975,0.15,Reseller,Critical,WH-2,2-Day,Cancelled,Neutral,False,Late,Cash,True,West,USA
976,2020-01-02 07:08:06.486486,1081,515,9,9017.459255455597,0.15,Direct,Low,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,Wire Transfer,False,East,Mexico
884,2020-01-05 01:17:50.270270,1012,523,6,4234.8977301931445,0.2,Reseller,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Late,Cash,False,North,USA
472,2020-01-05 15:47:01.621621,1001,554,4,2337.635758086584,0.2,Direct,High,WH-1,Overnight,Backorder,Neutral,True,Late,Wire Transfer,True,North,Mexico
