Product_ID,Product_List_Title,Unit_Price
501,Product 3,137.5159330127624
532,Product 66,327.4305485353589
517,Product 22,190.2151340005149
542,Product 61,334.2253013159297
501,Product 2,237.4066281322169
553,Product 61,204.83006549090655
558,Product 6,222.03727664965527
532,Product 42,207.4079084899922
534,Product 89,315.5879013622304
537,Product 89,122.90416443750144
539,Product 22,132.9375923886402
544,Product 26,461.2873153373222
513,Product 75,94.13001477567028
546,Product 21,191.2084954337165
526,Product 47,40.57309361315585
528,Product 80,485.425983765768
503,Product 82,330.6275826914327
546,Product 81,398.6400082584023
533,Product 24,314.9481996624506
533,Product 95,295.7634940957778
532,Product 46,440.80102857461134
546,Product 98,319.15167721229005
550,Product 88,450.29469629067125
557,Product 91,420.6959377444349
560,Product 55,353.55840126456206
549,Product 71,217.08830653666848
516,Product 71,307.29854511154383
501,Product 68,277.7508548781452
506,Product 15,56.74564588347321
532,Product 75,351.11651111758334
534,Product 78,242.22139785689032
547,Product 5,394.04232281721255
509,Product 98,24.71274261140248
522,Product 96,31.510971895072508
547,Product 60,256.4677905033749
552,Product 42,237.85466358794952
508,Product 37,290.577544112191
546,Product 83,263.8006585791637
502,Product 93,420.1886176370196
538,Product 97,137.1924601447741
523,Product 74,234.27280652805405
547,Product 78,359.8858344552821
529,Product 64,113.701590299232
543,Product 18,53.41630984514274
514,Product 89,339.7071176130591
542,Product 13,46.31165706168487
511,Product 17,128.5277141153157
543,Product 15,208.2184189311961
556,Product 80,42.6167166779692
511,Product 92,256.2893088887639
552,Product 37,483.3632775130519
534,Product 11,51.43703526764655
536,Product 53,446.300663437471
544,Product 82,256.4677905033749
535,Product 75,427.7482364105255
524,Product 78,101.98397878920352
504,Product 48,142.69510073811657
511,Product 29,396.753495676646
534,Product 1,36.62269706322287
528,Product 14,367.3789491031182
510,Product 76,222.8576263132388
525,Product 11,471.934916356115
502,Product 59,444.185783303472
508,Product 84,457.75633749789705
515,Product 79,67.60013707360778
518,Product 35,256.4677905033749
526,Product 73,134.1034679261304
507,Product 22,439.9017220350909
522,Product 16,356.41847885330094
548,Product 67,256.4677905033749
543,Product 90,307.79881471686974
549,Product 78,442.45433961845015
549,Product 40,376.61011690393474
508,Product 51,414.45367542073456
506,Product 40,198.3339688768261
547,Product 28,17.199760440927385
541,Product 12,42.95539784401025
519,Product 66,251.50364637924883
539,Product 5,56.50978904261816
507,Product 93,292.7900671587772
539,Product 93,256.4677905033749
506,Product 90,214.9835934101173
507,Product 99,475.8786267883556
508,Product 38,446.1691573240472
508,Product 22,186.6091452993282
506,Product 34,292.5841754403006
502,Product 6,430.8202178723958
532,Product 78,407.33050469388
537,Product 45,256.4677905033749
528,Product 12,330.7788365643177
531,Product 74,256.4677905033749
513,Product 46,152.347207778996
501,Product 73,275.462872491106
529,Product 76,10.663276600579396
533,Product 55,103.15274839402652
520,Product 48,189.18356664807197
545,Product 52,263.1822087608712
515,Product 60,405.5062133087925
521,Product 62,480.85087199512407
503,Product 31,60.258301665959
501,Product 10,418.0868846262528
505,Product 24,410.3927895876368
550,Product 74,141.02699365019524
514,Product 50,73.54269932987532
560,Product 92,293.3662157159767
555,Product 45,487.9181354047446
556,Product 61,64.64098403742543
541,Product 20,235.235786497304
553,Product 69,209.6960852058911
512,Product 35,496.6949575572524
506,Product 28,135.66689989821532
550,Product 34,425.7284357543571
537,Product 14,256.4677905033749
501,Product 79,150.94003723140233
505,Product 81,45.43507287638992
550,Product 4,145.39636314826828
551,Product 82,381.8003643410893
512,Product 94,278.9407458879044
532,Product 96,256.4677905033749
514,Product 53,319.3952713970044
514,Product 5,367.2007202113501
517,Product 38,310.5129255948157
508,Product 97,16.735321465559174
554,Product 18,407.4506472674008
533,Product 82,371.57952274347247
525,Product 88,180.5668406524612
553,Product 80,300.491688448974
558,Product 37,14.09820411965998
560,Product 96,406.03525290451887
505,Product 74,453.9826596358176
543,Product 10,136.76870465616605
514,Product 96,170.10384559472
522,Product 36,82.01172769822274
511,Product 61,213.72980072642773
531,Product 15,399.31261680046686
547,Product 42,308.903634368948
559,Product 15,349.87284816215964
555,Product 89,404.162889241962
525,Product 52,64.1116130714403
554,Product 25,296.0486624519147
541,Product 78,290.15553174043686
513,Product 45,414.1241863000337
558,Product 13,120.80141231233924
552,Product 92,217.4342206350668
527,Product 62,256.5111358821198
524,Product 10,413.0420492482564
503,Product 34,486.9574833907624
518,Product 5,13.84237947823924
541,Product 28,106.36025662694976
546,Product 15,175.2312220272185
557,Product 77,47.66241688532012
525,Product 78,488.24677340681467
540,Product 76,233.03427594949164
526,Product 97,256.4677905033749
502,Product 97,167.53289361146216
533,Product 46,47.35721680704659
557,Product 56,490.7843392904168
539,Product 59,48.44334999539073
548,Product 33,256.4677905033749
547,Product 54,111.06353577971478
552,Product 16,356.6245300161346
535,Product 25,355.2316697334482
527,Product 44,371.9743438560175
550,Product 47,302.6060999352479
536,Product 63,282.87043715432696
553,Product 91,430.7944968812414
501,Product 7,40.63788491399441
517,Product 55,256.4677905033749
506,Product 42,212.68491071013128
540,Product 57,155.31435698090604
555,Product 3,299.6538485966731
508,Product 36,110.11502786549543
519,Product 89,226.84730225922533
512,Product 90,192.830083026968
508,Product 35,247.1547904080761
553,Product 10,124.75965175390373
526,Product 49,25.26305546876162
536,Product 63,10.976146257344432
511,Product 82,256.4677905033749
547,Product 16,14.076771691324089
523,Product 9,332.93225096479387
539,Product 72,145.7361369197296
506,Product 7,341.7009836684503
532,Product 11,186.4247282914794
545,Product 61,321.6107601450883
542,Product 94,297.91707684360694
514,Product 42,307.35500821466815
543,Product 89,368.87651403860576
520,Product 49,158.9318310049634
548,Product 54,350.0352993499768
520,Product 89,70.94051551025001
525,Product 35,43.54477247345325
502,Product 57,256.4677905033749
538,Product 70,473.8995271724638
534,Product 94,190.6665137237497
529,Product 81,386.10813797378
521,Product 88,371.3387820276319
554,Product 95,429.70323963648417
558,Product 15,331.7492261168593
549,Product 71,82.16502614052456
538,Product 49,256.4677905033749
536,Product 17,403.7334531366756
554,Product 4,87.06387200806053
502,Product 7,185.32890121563892
514,Product 92,221.68927452130796
533,Product 18,445.1779125776776
526,Product 36,485.6315072507746
509,Product 46,237.47687467222025
533,Product 76,246.6894518038561
559,Product 81,132.01428069345403
508,Product 36,256.5349115502546
544,Product 7,90.98940017004914
537,Product 62,43.493068151879726
533,Product 29,72.6547325989846
549,Product 7,172.90351700286888
504,Product 50,256.4677905033749
503,Product 54,315.6341115833645
503,Product 78,350.3740698579266
535,Product 4,256.4677905033749
539,Product 66,369.8775267170398
539,Product 10,334.59266573352335
519,Product 83,105.53784795114171
555,Product 10,498.6193534124457
553,Product 89,156.90225850696558
545,Product 80,157.51257813881338
512,Product 63,256.4677905033749
550,Product 30,373.042987514515
511,Product 34,107.61548469808602
511,Product 75,167.61829493317882
555,Product 44,376.70833134135336
536,Product 4,299.4125386573725
503,Product 79,30.78692612137693
518,Product 19,298.8324548475016
530,Product 88,260.4532782262426
507,Product 63,392.3843005497804
520,Product 22,97.88869418598313
545,Product 21,225.4728383888752
501,Product 22,449.7092742375567
531,Product 5,486.8082998564431
543,Product 45,154.6923420834922
509,Product 97,498.1172600144016
513,Product 42,143.2535593150399
531,Product 79,190.5399707591237
559,Product 46,359.39256481081617
550,Product 25,109.28999072631817
512,Product 5,10.005701030129408
537,Product 13,449.98040160925626
556,Product 12,482.398424080153
544,Product 17,428.9647987937682
533,Product 64,151.70184868501542
554,Product 3,464.2842081406294
555,Product 84,343.2548238690166
516,Product 96,256.4677905033749
551,Product 81,255.30589135450472
530,Product 42,256.4677905033749
533,Product 36,423.98696040006223
504,Product 53,395.8196431086431
510,Product 42,412.69716382682606
529,Product 58,65.51871731645745
546,Product 41,29.099867123953903
552,Product 42,256.4677905033749
540,Product 23,137.17547375628425
509,Product 56,245.6361718354744
527,Product 14,79.99256275902262
551,Product 45,172.4667025429249
502,Product 49,257.7607351767598
512,Product 52,382.9085172228837
519,Product 27,234.880853132442
524,Product 32,228.31540298352652
538,Product 61,78.99344495741128
518,Product 23,484.20311798208536
512,Product 54,148.41458454874305
550,Product 39,300.8448583356051
508,Product 58,209.9943285246821
509,Product 62,374.0119318972901
556,Product 53,200.0347840592963
538,Product 32,25.554445032764423
554,Product 38,447.01735095726
508,Product 77,287.4285387002847
513,Product 30,317.92896374114764
559,Product 5,59.67271980104798
539,Product 68,129.26437477707992
505,Product 36,177.53358627169027
506,Product 65,256.4677905033749
539,Product 96,338.8671619560474
549,Product 33,293.61530971085085
503,Product 26,376.2477592323801
539,Product 22,403.7065442154735
538,Product 92,405.4130905331569
543,Product 67,303.53184770368694
550,Product 38,108.13818875513668
542,Product 60,256.4677905033749
553,Product 18,49.76309748275718
501,Product 69,222.57053559249948
559,Product 20,14.86267235263946
521,Product 21,109.1045484570221
522,Product 86,122.14897661691452
530,Product 32,351.632597135722
543,Product 1,35.39954156866722
557,Product 85,369.0225347892374
553,Product 65,273.7826521952996
547,Product 9,320.02882058681445
523,Product 72,264.4200396823005
544,Product 71,302.45741967500214
512,Product 85,18.304355795894686
558,Product 76,256.4677905033749
524,Product 85,357.2951710622856
552,Product 39,370.9022618840484
528,Product 53,256.4677905033749
530,Product 9,82.17849169669547
507,Product 98,47.7161179966283
546,Product 57,131.70796828417167
545,Product 60,432.6938308630977
503,Product 53,150.83070226813408
547,Product 3,402.0017060642039
512,Product 70,35.47478246907667
504,Product 9,256.4677905033749
511,Product 97,459.5680631346752
525,Product 20,15.59481189249608
534,Product 18,222.45556838998104
524,Product 47,12.603603077489511
525,Product 49,373.7040617275527
512,Product 69,59.47927234070293
550,Product 92,113.5035974217362
526,Product 95,191.0913577191189
504,Product 16,40.71791459471427
560,Product 92,130.83578113923207
559,Product 89,55.11282318041296
560,Product 97,165.61752967794718
503,Product 44,387.8501797674245
503,Product 35,301.614520703784
545,Product 88,256.4677905033749
545,Product 63,255.2957498658067
555,Product 48,463.8350935315732
525,Product 40,294.2435289880328
535,Product 58,336.5288526533212
502,Product 61,490.77714001352433
519,Product 32,442.02839980331896
526,Product 58,256.4677905033749
533,Product 6,61.62881190291967
548,Product 32,314.9826843673384
509,Product 68,43.07624787507275
518,Product 68,387.37752376097706
515,Product 88,28.409834295464616
512,Product 83,255.1761286456247
540,Product 7,256.4677905033749
505,Product 1,340.0862545627048
521,Product 43,210.7388161542364
536,Product 6,18.88078011240757
527,Product 33,403.29375305293553
520,Product 18,15.956818023919537
551,Product 85,220.18272338077068
515,Product 29,256.4677905033749
544,Product 77,434.3868604697288
501,Product 55,207.7644911571797
545,Product 6,472.92076680370906
514,Product 4,325.96797597093376
557,Product 71,208.10197615488585
511,Product 29,315.08896146334246
513,Product 36,222.40139405026085
513,Product 82,141.73822204727483
512,Product 89,142.4927103284175
533,Product 40,265.51522297352125
534,Product 42,35.65395989186148
537,Product 10,32.95743517852553
553,Product 3,256.4677905033749
513,Product 60,397.8635192697713
530,Product 29,86.54121865644477
553,Product 67,306.76256576847163
530,Product 98,142.99059641889005
505,Product 81,270.159462421926
554,Product 33,301.69860030446966
520,Product 26,89.8873150964796
553,Product 94,123.86831829746345
547,Product 78,490.7477748552885
554,Product 16,434.71747370794014
549,Product 17,388.6766909122653
547,Product 48,325.6331185231988
520,Product 82,314.43330003430896
522,Product 84,127.79546731781838
542,Product 52,209.48217967155756
504,Product 81,256.4677905033749
505,Product 41,420.3098690873738
523,Product 90,356.47237386068207
546,Product 53,471.1491981415001
557,Product 78,328.2593755566492
549,Product 96,409.3204669848642
518,Product 73,346.63944058658893
520,Product 48,242.16681591499383
510,Product 99,396.57691117024353
527,Product 84,180.9220616450449
515,Product 12,128.56879385535223
516,Product 22,256.4677905033749
541,Product 56,172.77360622664625
550,Product 35,393.1603888074
516,Product 28,183.9130838297349
526,Product 61,89.72287446619728
529,Product 50,141.12041159670602
513,Product 64,120.75420892983986
535,Product 41,274.1563308406443
543,Product 20,163.32462316468764
517,Product 21,163.54047961672015
544,Product 80,184.874127833844
518,Product 58,111.46714651331908
525,Product 52,48.04817398908648
542,Product 70,238.49178050868332
545,Product 48,174.44912259222292
529,Product 93,205.52730564479305
560,Product 50,117.58142238260297
526,Product 25,413.2620644704661
529,Product 23,349.1160870419408
541,Product 96,404.49425606287474
527,Product 38,211.48384381734712
552,Product 90,67.42991378331438
557,Product 46,392.8477093161795
531,Product 71,256.4677905033749
544,Product 85,256.4677905033749
542,Product 12,305.78222827409377
536,Product 81,336.7552217397725
522,Product 45,255.05524851754723
520,Product 74,272.6081886375379
547,Product 66,366.2578131915412
534,Product 67,128.5465233546095
521,Product 15,360.06784039490867
521,Product 16,295.6337678340889
560,Product 13,405.26587598314006
542,Product 60,276.8035099608939
525,Product 11,196.45367783624832
556,Product 58,419.5547046761528
539,Product 52,253.1667889123572
533,Product 30,442.62826009417387
538,Product 71,179.21755659999505
529,Product 34,148.4114889213018
555,Product 76,256.4677905033749
541,Product 84,454.8704089520135
534,Product 84,232.629257303151
558,Product 84,392.509541538523
551,Product 97,150.85621579965257
553,Product 11,191.76109399730493
508,Product 72,32.00653650785177
550,Product 82,14.43653917438178
512,Product 87,476.5886749918214
536,Product 91,405.2798246504222
522,Product 18,359.47137280848267
505,Product 37,339.5056440322641
529,Product 84,345.7158118384972
535,Product 80,261.78868746131616
559,Product 18,256.4677905033749
517,Product 20,192.15225450410185
515,Product 51,15.93052722029264
544,Product 19,47.04646990220788
515,Product 13,107.50614809012404
549,Product 34,107.6424648687324
535,Product 67,258.459226901972
510,Product 8,84.28158665204869
544,Product 16,86.67359084176428
511,Product 71,272.4717336803135
516,Product 97,152.12231066159407
521,Product 69,335.46749864459446
549,Product 40,320.8382075471268
521,Product 12,202.438064202994
502,Product 50,242.38496027870727
514,Product 81,350.35175935410984
546,Product 1,445.4429493300453
519,Product 57,470.9844150465229
502,Product 25,131.19675475135085
505,Product 96,128.33327777586524
518,Product 4,95.8586683318554
536,Product 79,410.22193858776166
539,Product 76,305.71161706125554
539,Product 88,382.8171521560831
532,Product 42,269.53326473335375
533,Product 69,60.23282239257248
515,Product 75,10.065999572197809
557,Product 9,256.4677905033749
508,Product 87,326.7647834025859
504,Product 27,214.0871716329007
511,Product 13,256.4677905033749
524,Product 50,378.3560262739618
555,Product 87,448.1062082412929
549,Product 38,284.73236452008547
517,Product 36,163.77513602996362
555,Product 2,458.1288452857939
555,Product 66,130.2226339414434
541,Product 89,297.0737463422244
517,Product 32,297.5988882138645
523,Product 30,89.06777251713801
517,Product 91,471.429073462435
522,Product 48,476.2006070772978
534,Product 98,451.9506964070835
509,Product 70,256.4677905033749
514,Product 87,331.810471102533
515,Product 41,381.9125884357462
532,Product 80,73.739528216184
527,Product 88,42.56702963037334
537,Product 95,256.4677905033749
543,Product 62,478.0064515729337
514,Product 91,400.1583107652706
556,Product 91,356.2486362405677
551,Product 19,91.2173921118764
508,Product 72,179.14418216216316
546,Product 27,115.05917666665064
516,Product 96,144.8912245914115
513,Product 18,310.66601597635463
522,Product 1,243.6810521693053
508,Product 24,340.2697603388084
506,Product 58,393.0936930390184
506,Product 94,410.3172145632
560,Product 91,144.60486937346707
560,Product 82,408.9215859396693
504,Product 6,296.01965798836835
507,Product 8,253.3807571807938
560,Product 33,45.80996539323735
530,Product 35,147.69220446526967
522,Product 34,469.60296340260817
538,Product 89,256.4677905033749
503,Product 34,459.9371524709642
516,Product 92,195.75608384924877
531,Product 46,68.06628556309425
509,Product 47,333.1602766339774
529,Product 72,376.6943682962125
522,Product 87,256.4677905033749
543,Product 25,183.59295033643568
544,Product 84,122.0516220057683
517,Product 41,481.756491624071
508,Product 70,479.2146973910705
559,Product 19,367.142106712274
527,Product 1,59.92727015234663
511,Product 5,255.1965613979986
545,Product 77,266.0625336750051
507,Product 81,169.0107820859176
538,Product 52,382.05332839005206
547,Product 86,92.07063365611278
559,Product 52,475.9550113062487
520,Product 56,256.4677905033749
520,Product 2,93.16693000269235
551,Product 81,256.4677905033749
541,Product 55,75.57589786984964
557,Product 47,232.83452785080397
505,Product 43,330.5250411436581
550,Product 36,256.4677905033749
519,Product 8,182.99469188414812
515,Product 32,33.61114607271515
556,Product 88,257.3498431692188
517,Product 56,256.4677905033749
501,Product 19,55.38648669516993
535,Product 90,272.4213692910396
557,Product 72,160.32053376584918
531,Product 9,280.8264671020872
502,Product 46,470.1435549306429
543,Product 21,51.70070819869483
512,Product 12,132.7292704083245
520,Product 64,358.7441748155639
555,Product 93,230.62458061001627
560,Product 33,257.91937479011654
548,Product 43,256.4677905033749
534,Product 25,468.7775045197741
534,Product 73,14.428849848853169
530,Product 97,398.4514756506783
508,Product 96,190.94757740561516
541,Product 50,59.88380464527308
530,Product 35,403.3773580640053
559,Product 70,19.470539149624507
529,Product 23,145.32308333224074
520,Product 14,203.6141447296366
516,Product 11,442.6669741665888
556,Product 69,428.9372695851224
536,Product 87,169.3924029972564
560,Product 96,264.3258172634789
558,Product 10,464.8092280758362
515,Product 25,454.8408718029317
529,Product 99,354.88997490082227
517,Product 51,186.51462021220965
526,Product 74,89.21900375611133
532,Product 92,132.4789037348344
532,Product 6,318.4832714769509
533,Product 94,131.30428743714435
556,Product 13,324.4498546762935
554,Product 29,123.68890835131724
558,Product 33,256.4677905033749
524,Product 76,169.86441984016193
518,Product 19,304.7614008569138
533,Product 61,256.4677905033749
546,Product 51,21.56153267630927
526,Product 60,259.3563722396174
516,Product 76,256.4677905033749
507,Product 42,474.36713272259067
539,Product 85,361.98227593228194
537,Product 21,256.4677905033749
544,Product 11,29.771905161252857
517,Product 24,34.48972404324258
513,Product 97,472.4137804819082
558,Product 74,388.0971863795178
532,Product 54,461.440680984358
541,Product 18,489.4774795106789
520,Product 59,451.869273987652
520,Product 53,379.5898369400411
518,Product 42,41.363109838224254
529,Product 81,354.2448457520554
522,Product 16,283.93904962383505
558,Product 50,156.7871821973982
509,Product 89,296.3799657811388
537,Product 50,256.4677905033749
514,Product 56,406.4215837429214
536,Product 13,263.82395253826616
544,Product 62,256.4677905033749
540,Product 45,54.78182830257044
534,Product 76,256.4677905033749
536,Product 47,362.0424341880495
542,Product 52,300.6475273293394
532,Product 80,256.4677905033749
555,Product 70,142.76192217501907
550,Product 60,254.45887562261157
531,Product 60,231.1341153843349
532,Product 30,101.20658989914048
522,Product 46,422.9288320586719
547,Product 19,229.35997845110495
524,Product 27,155.6724872505935
503,Product 34,327.8330888167196
502,Product 1,256.4677905033749
553,Product 96,200.20119600222785
526,Product 74,415.99224297397984
560,Product 6,353.57323217922726
541,Product 66,332.103206263363
519,Product 69,190.49013475923212
506,Product 61,24.293184186179587
511,Product 53,184.9893680572464
507,Product 46,256.4677905033749
548,Product 59,264.8832472322681
550,Product 3,192.1447925371482
510,Product 48,247.69638338997467
548,Product 54,115.30719214783396
501,Product 21,37.52627790024512
523,Product 13,360.0200515101488
528,Product 4,256.4677905033749
552,Product 88,113.14840043601804
507,Product 5,99.8866762376829
512,Product 48,35.31767361240094
545,Product 95,61.61928739585326
512,Product 24,423.3883353853937
506,Product 58,44.86755973498208
513,Product 93,113.87708680234245
502,Product 26,490.3806830616707
514,Product 3,29.07568202957705
523,Product 93,85.86602017288273
544,Product 59,484.3522479048719
541,Product 12,334.3647829489956
506,Product 72,217.1370320780268
513,Product 60,70.23113244803992
508,Product 91,256.4677905033749
547,Product 44,319.81825528244354
513,Product 57,256.4677905033749
508,Product 92,256.4677905033749
542,Product 58,141.59546205228486
530,Product 56,226.72396467105628
534,Product 50,202.66564850368192
521,Product 33,354.05158712909645
536,Product 22,467.1331826591393
551,Product 81,357.56720595157867
525,Product 47,309.16790995755804
538,Product 39,479.3877193178175
512,Product 44,489.7007464356564
526,Product 58,222.67027662729183
503,Product 85,425.5406239047272
523,Product 65,227.52053270812516
515,Product 27,364.1414985970143
523,Product 85,303.6580369083245
546,Product 51,352.48492595881896
555,Product 35,371.56364256895705
544,Product 86,472.7798055202087
502,Product 85,492.5806173536132
524,Product 2,71.51960523370016
523,Product 18,302.8574585243245
545,Product 94,283.09521309077394
515,Product 83,162.81329037927276
528,Product 31,420.57510367738377
518,Product 58,103.55402668510531
559,Product 69,53.751867017530735
524,Product 89,121.83532811191256
555,Product 23,340.6452880620312
553,Product 74,321.61780651022696
536,Product 10,91.80701348612736
541,Product 75,204.9399464960569
537,Product 19,218.1769130053626
550,Product 44,251.96887982389504
502,Product 79,150.39457897429023
503,Product 24,433.9949218653671
554,Product 45,200.80842009964888
518,Product 2,40.47958082070435
528,Product 22,256.4677905033749
510,Product 80,256.4677905033749
540,Product 52,483.8472848755116
504,Product 48,499.4573798963124
525,Product 45,327.7673618581572
502,Product 18,340.32384481267087
513,Product 58,256.4677905033749
515,Product 15,362.1824127482298
503,Product 89,256.4677905033749
540,Product 67,168.283399419506
502,Product 49,432.2285428557992
502,Product 26,430.4314027935423
536,Product 23,441.67677276343215
557,Product 81,354.81289201823495
514,Product 9,161.79605101245863
545,Product 3,215.5295170390837
518,Product 96,43.81372038027999
521,Product 19,117.85454969332903
535,Product 66,321.82339795135346
555,Product 34,256.4677905033749
512,Product 58,256.4677905033749
557,Product 2,256.4677905033749
549,Product 87,230.1813735994246
510,Product 78,149.2943055344832
506,Product 78,256.4677905033749
549,Product 57,141.58154047312755
537,Product 86,175.2993179168554
559,Product 5,128.35305243382408
550,Product 57,460.5702020814644
529,Product 42,307.79853990383407
505,Product 5,105.6678954486811
539,Product 44,173.47791396006417
515,Product 45,100.96688540160908
520,Product 74,61.89384415784124
558,Product 81,98.9908442007353
540,Product 89,19.380985318449973
554,Product 7,337.20268988554494
532,Product 86,224.1279839761542
515,Product 39,480.33277332959307
528,Product 82,497.461454043316
547,Product 20,445.6726827306049
507,Product 75,44.54105336514088
544,Product 73,377.960501198026
554,Product 46,218.36181086447
541,Product 10,265.5100218417713
510,Product 52,377.4891212415147
536,Product 38,453.9943910449236
559,Product 51,421.1086905818253
508,Product 2,153.7212192824767
520,Product 52,351.5965448869865
538,Product 17,318.8211375335174
531,Product 28,412.4802978213402
517,Product 18,316.1440927668072
539,Product 53,336.6342347328434
504,Product 75,355.6758068389083
554,Product 87,106.4935951821799
532,Product 90,329.30348263386554
515,Product 98,487.355277470015
512,Product 65,256.4677905033749
504,Product 63,164.97237336736032
548,Product 10,104.9929032890774
501,Product 95,134.0197541980083
542,Product 40,256.4677905033749
510,Product 92,45.72189933027272
530,Product 30,266.0299887319383
527,Product 32,425.0598052221108
558,Product 2,256.4677905033749
542,Product 44,34.61074561734715
541,Product 74,359.1844532182713
530,Product 9,123.92793618183728
519,Product 37,256.4677905033749
516,Product 84,258.82448133980176
516,Product 28,38.28875802030744
542,Product 52,215.4431139713508
513,Product 23,256.4677905033749
551,Product 62,91.98743896051958
528,Product 16,173.6844831776969
509,Product 30,43.66970208474088
551,Product 5,355.518181329576
518,Product 51,42.838103498092885
553,Product 13,47.03597078849282
529,Product 97,243.4045093175384
526,Product 50,194.8858464419645
